alpha,Mach,ci,omega_i,mismatch,domain_size,success
0.02,0.0,0.9649464605574145,0.01929892921114829,7.903090800043993e-08,80.0,True
0.09,0.0,0.8515677329311452,0.07664109596380306,2.7700477983096106e-07,80.0,True
0.15999999999999998,0.0,0.7505239903094348,0.12008383844950955,3.181440553085002e-06,50.00000000000001,True
0.22999999999999995,0.0,0.6595804787226354,0.1517035101062061,5.898704997335524e-07,34.78260869565218,True
0.3,0.0,0.5768978415415906,0.17306935246247718,7.368250272699051e-07,26.666666666666668,True
0.37,0.0,0.5011012268544979,0.1854074539361642,9.079658220721362e-07,21.62162162162162,True
0.43999999999999995,0.0,0.4311007455323539,0.18968432803423568,8.640913315774434e-08,18.181818181818183,True
0.5099999999999999,0.0,0.36601896035324444,0.18666966978015462,6.857140825781462e-06,15.686274509803924,True
0.58,0.0,0.30504628348105184,0.17692684441901005,1.7693913764681157e-06,13.793103448275863,True
0.6499999999999999,0.0,0.2476853177958865,0.16099545656732622,2.0147653725962993e-06,12.30769230769231,True
0.72,0.0,0.19343975563099383,0.13927662405431554,1.5822674487801086e-06,11.11111111111111,True
0.7899999999999999,0.0,0.14182684445021287,0.11204320711566816,1.1516313873204814e-06,10.126582278481013,True
0.8599999999999999,0.0,0.09260456495504701,0.07963992586134042,5.350340595757647e-07,9.30232558139535,True
0.9299999999999999,0.0,0.0453922765452934,0.04221481718712286,1.3467541183382475e-08,8.60215053763441,True
1.0,0.0,0.0,0.0,0.0,8.0,True
0.02,0.06999999999999999,0.9602937707559235,0.01920587541511847,4.2482824039083e-07,80.0,True
0.09,0.06999999999999999,0.8475085389001231,0.07627576850101107,1.7371068926526345e-07,80.0,True
0.15999999999999998,0.06999999999999999,0.7469762627841384,0.11951620204546214,5.474080143176921e-07,50.05389962559006,True
0.22999999999999995,0.06999999999999999,0.6564243561843479,0.15097760192239998,8.327798812907128e-07,34.83102699990452,True
0.3,0.06999999999999999,0.574074327722824,0.17222229831684718,9.294111931526516e-07,26.710470504321073,True
0.37,0.06999999999999999,0.49855713403349905,0.18446613959239463,1.3033193426957579e-06,21.661472823583818,True
0.43999999999999995,0.06999999999999999,0.428767104544349,0.18865752599951355,5.884269550227028e-07,18.218243224747617,True
0.5099999999999999,0.06999999999999999,0.363839036213846,0.18555790846906142,5.335632280757674e-07,15.719699881382896,True
0.58,0.06999999999999999,0.3030327868978713,0.17575901640076533,4.120610643140038e-06,13.82388080302403,True
0.6499999999999999,0.06999999999999999,0.24580921984627982,0.15977599290008185,8.291759424961832e-07,12.336113367165673,True
0.72,0.06999999999999999,0.19165102783459853,0.13798874004091094,1.126970958505169e-06,11.137421694451541,True
0.7899999999999999,0.06999999999999999,0.14015793778388191,0.1107247708492667,2.0734989218344074e-06,10.150990594190551,True
0.8599999999999999,0.06999999999999999,0.0909533866435986,0.07821991251349479,2.898623246427867e-07,9.325009518265473,True
0.9299999999999999,0.06999999999999999,0.0438018353295453,0.04073570685647712,6.443361776943546e-08,8.623262641345505,True
1.0,0.06999999999999999,0.0,0.0,0.0,8.019672325387152,True
0.02,0.13999999999999999,0.9466281034055865,0.018932562068111728,9.679751588665721e-08,80.0,True
0.09,0.13999999999999999,0.8355705745680195,0.07520135171112176,3.8956108822508877e-07,80.0,True
0.15999999999999998,0.13999999999999999,0.7364587602295157,0.1178334016367225,1.364844745144287e-06,50.220432185148,True
0.22999999999999995,0.13999999999999999,0.6470776210340309,0.14882785283782707,2.7712958216869615e-08,34.97958444476967,True
0.3,0.13999999999999999,0.5656914748172707,0.16970744244518118,9.941169912958125e-07,26.84447316845712,True
0.37,0.13999999999999999,0.4909448430830977,0.18164959194074615,2.609934119209706e-06,21.783219624347986,True
0.43999999999999995,0.13999999999999999,0.42182230578116203,0.18560181454371127,1.500892511174974e-06,18.329442492904793,True
0.5099999999999999,0.13999999999999999,0.357406566559037,0.18227734894510883,2.10189974331719e-06,15.821705571876395,True
0.58,0.13999999999999999,0.2970633009798923,0.17229671456833753,1.4324914636050512e-06,13.917779590990946,True
0.6499999999999999,0.13999999999999999,0.24016439209708804,0.15610685486310721,8.892205069742365e-07,12.42280690953463,True
0.72,0.13999999999999999,0.18628075441104333,0.1341221431759512,2.0522777926558489e-07,11.217659238054054,True
0.7899999999999999,0.13999999999999999,0.1349850377853446,0.10663817985042222,1.243773543952581e-06,10.225406414096284,True
0.8599999999999999,0.13999999999999999,0.08597857112715239,0.07394157116935104,5.98620747522486e-07,9.394142725376813,True
0.9299999999999999,0.13999999999999999,0.03898605494461906,0.03625703109849573,1.3598260901635448e-08,8.687576805478418,True
1.0,0.13999999999999999,0.0,0.0,0.0,8.079571632459531,True
0.02,0.20999999999999996,0.9250071340526108,0.018500142681052215,3.692067597053407e-07,80.0,True
0.09,0.20999999999999996,0.8165012562451959,0.07348511306206762,8.244863252417599e-07,80.0,True
0.15999999999999998,0.20999999999999996,0.7195233792332426,0.1151237406773188,7.234453708983637e-07,50.513842905352725,True
0.22999999999999995,0.20999999999999996,0.6318945815241103,0.14533575375054533,2.825297566408716e-06,35.23826514459145,True
0.3,0.20999999999999996,0.5520212337953665,0.16560637013860993,5.8954538917615346e-06,27.076602882273956,True
0.37,0.20999999999999996,0.47849327461484575,0.17704251160749293,2.1989161335597696e-06,21.993626319711275,True
0.43999999999999995,0.20999999999999996,0.41034239402231504,0.1805506533698186,2.486302474456834e-06,18.521415500004355,True
0.5099999999999999,0.20999999999999996,0.3467859092171784,0.17686081370076095,1.3868874296392442e-06,15.99768692125638,True
0.58,0.20999999999999996,0.28708441350183933,0.1665089598310668,3.304547524018292e-06,14.079715453225639,True
0.6499999999999999,0.20999999999999996,0.23075801049297898,0.1499927068204363,1.792284935860089e-06,12.572253157808165,True
0.72,0.20999999999999996,0.17734931560943304,0.12769150723879177,1.921742836738516e-06,11.355908942610293,True
0.7899999999999999,0.20999999999999996,0.12642171275438943,0.09987315307596764,6.401068373823593e-07,10.353548839923123,True
0.8599999999999999,0.20999999999999996,0.07768461044720901,0.06680876498459974,1.9149787859086553e-07,9.513100137021222,True
0.9299999999999999,0.20999999999999996,0.030901512318944346,0.02873840645661824,1.0962754749127557e-08,8.798138621531816,True
1.0,0.20999999999999996,0.0,0.0,0.0,8.182457461260428,True
0.02,0.27999999999999997,0.8968147238507426,0.017936294477014853,5.915170694426909e-08,80.0,True
0.09,0.27999999999999997,0.7912640359687337,0.07121376323718603,6.666639937426624e-07,80.0,True
0.15999999999999998,0.27999999999999997,0.6968409524910371,0.11149455239856591,1.8754448586027865e-06,50.95756828819947,True
0.22999999999999995,0.27999999999999997,0.611443199185717,0.14063193581271488,2.7566044337201147e-06,35.623984706188764,True
0.3,0.27999999999999997,0.5333707502490858,0.16001122507472573,3.5441687880818917e-06,27.420791701949707,True
0.37,0.27999999999999997,0.46136804060377856,0.17070617502339808,3.4081007467250818e-06,22.304789613448744,True
0.43999999999999995,0.27999999999999997,0.3945163937613727,0.17358721325500398,3.5940132816934464e-06,18.804940654557704,True
0.5099999999999999,0.27999999999999997,0.3320062335293531,0.16932317909997005,3.287754212949687e-06,16.257435884811862,True
0.58,0.27999999999999997,0.27323499417923286,0.15847629662395504,2.98150416667628e-06,14.31859002211042,True
0.6499999999999999,0.27999999999999997,0.2175788960158179,0.1414262824102816,3.7661774490611866e-06,12.792602042909365,True
0.72,0.27999999999999997,0.16474713103685512,0.11861793434653568,3.7406376017685983e-07,11.559605588212316,True
0.7899999999999999,0.27999999999999997,0.11428313152288024,0.09028367390307537,7.74521318394096e-07,10.54217101445535,True
0.8599999999999999,0.27999999999999997,0.06593848133522977,0.05670709394829759,5.696621822350034e-08,9.68797866546622,True
0.9299999999999999,0.27999999999999997,0.019426271687179544,0.018066432669076975,5.286231591350443e-10,8.96041741249021,True
1.0,0.27999999999999997,0.0,0.0,0.0,8.333333333294872,True
0.02,0.35,0.8634764318760718,0.017269528637521438,4.330203066810201e-07,80.0,True
0.09,0.35,0.7609404818466082,0.06848464336619474,1.0310193259139948e-06,80.0,True
0.15999999999999998,0.35,0.6692816355378403,0.10708506168605443,1.7352439254641333e-06,51.5840445211038,True
0.22999999999999995,0.35,0.5862058822181244,0.1348273529101686,8.33219013491801e-07,36.16192386150286,True
0.3,0.35,0.5101553581542327,0.15304660744626983,1.69842418631873e-06,27.898272814638855,True
0.37,0.35,0.43989965636034817,0.16276287285332883,2.618705713421099e-06,22.73548127331484,True
0.43999999999999995,0.35,0.37452383873634604,0.16479048904399224,2.979179614408592e-06,19.1970272169558,True
0.5099999999999999,0.35,0.31320410156986317,0.1597340918006302,1.6855700652670946e-06,16.61651138952365,True
0.58,0.35,0.2554321795697518,0.14815066415045602,2.593680806215609e-06,14.648693304068223,True
0.6499999999999999,0.35,0.20061967188298702,0.13040278672394154,1.2314926284770489e-06,13.096889559143001,True
0.72,0.35,0.14845298911815524,0.10688615216507177,5.738111313579588e-07,11.840614781346705,True
0.7899999999999999,0.35,0.0985209371346211,0.07783154033635066,1.7998788395465204e-07,10.802004150006361,True
0.8599999999999999,0.35,0.05058847569587002,0.04350608909844821,8.371083750268946e-08,9.92840731765657,True
0.9299999999999999,0.35,0.016740478651057086,0.01556864514548309,1.901599094976961e-05,9.18277186403088,True
1.0,0.35,0.0,0.0,0.0,8.540168202870047,True
0.02,0.41999999999999993,0.8262609924309499,0.016525219848619,2.4657232024520234e-07,80.0,True
0.09,0.41999999999999993,0.7265940329713905,0.06539346296742514,9.507117172680157e-07,80.0,True
0.15999999999999998,0.41999999999999993,0.6375108375148402,0.10200173400237442,6.728279864668882e-07,52.437238223546856,True
0.22999999999999995,0.41999999999999993,0.5567849628193368,0.12806054144844742,6.316963400317122e-07,36.88742058082806,True
0.3,0.41999999999999993,0.48280759277139734,0.1448422778314192,5.198720545335732e-06,28.54004781422549,True
0.37,0.41999999999999993,0.41429229144653146,0.15328814783521663,1.5817986552188468e-07,23.314019948750904,True
0.43999999999999995,0.41999999999999993,0.35038142834625424,0.15416782847235186,2.4738776902150095e-06,19.723831524843465,True
0.5099999999999999,0.41999999999999993,0.29039594285348763,0.14810193085527867,5.255110011306505e-06,17.098915013029597,True
0.58,0.41999999999999993,0.2336335039509929,0.13550743229157586,6.25046496312634e-07,15.092131212364812,True
0.6499999999999999,0.41999999999999993,0.17970020833053374,0.11680513541484691,1.3655613406203873e-06,13.505329347019549,True
0.72,0.41999999999999993,0.1282296883249779,0.09232537559398407,2.2182577310214321e-07,12.217250031111305,True
0.7899999999999999,0.41999999999999993,0.07884759524849193,0.06228960024630862,4.585253756592654e-07,11.149465223392246,True
0.8599999999999999,0.41999999999999993,0.031340918688275196,0.026953190071916665,1.7288079747282414e-08,10.248915399055617,True
0.9299999999999999,0.41999999999999993,0.0,0.0,0.0,9.478701993882341,True
1.0,0.41999999999999993,0.0,0.0,0.0,8.815192854310578,True
0.02,0.48999999999999994,0.7862380704618201,0.015724761409236402,4.6959991839470427e-07,80.0,True
0.09,0.48999999999999994,0.6889958595894603,0.06200962736305143,1.6152087797937503e-06,80.0,True
0.15999999999999998,0.48999999999999994,0.6021968628877935,0.09635149806204694,5.90596072039349e-07,53.57568703855124,True
0.22999999999999995,0.48999999999999994,0.5235735074552029,0.12042190671469664,1.4656696393604285e-06,37.85119649168559,True
0.3,0.48999999999999994,0.4514719816210788,0.13544159448632365,1.491128312949841e-06,29.392646603025206,True
0.37,0.48999999999999994,0.38465589785696497,0.14232268220707703,4.21377973355494e-06,24.0834470725022,True
0.43999999999999995,0.48999999999999994,0.3221837721911525,0.1417608597641071,1.9519135675376276e-06,20.425464716190994,True
0.5099999999999999,0.48999999999999994,0.26336411207865146,0.1343156971601122,6.825923694444083e-07,17.74223846669289,True
0.58,0.48999999999999994,0.2076701351729281,0.12044867840029828,1.4014369515615716e-06,15.683410602083347,True
0.6499999999999999,0.48999999999999994,0.1546009279456697,0.10049060316468529,1.3029683353990703e-06,14.049344642075567,True
0.72,0.48999999999999994,0.10378867587040205,0.07472784662668948,6.320711175358817e-07,12.717738098068315,True
0.7899999999999999,0.48999999999999994,0.05493083076897358,0.04339535630748912,2.019837838547478e-07,11.609472553855019,True
0.8599999999999999,0.48999999999999994,0.016740478651057086,0.014396811639909092,1.1874160674774092e-05,10.670579672324637,True
0.9299999999999999,0.48999999999999994,0.0,0.0,0.0,9.867992623475104,True
1.0,0.48999999999999994,0.0,0.0,0.0,9.177233139831845,True
0.02,0.5599999999999999,0.7442755852169707,0.014885511704339414,2.1335429219778573e-08,80.0,True
0.09,0.5599999999999999,0.6487353864963733,0.0583861847846736,3.2249140874667653e-08,80.0,True
0.15999999999999998,0.5599999999999999,0.5637269875720183,0.09019631801152292,1.6595842842399063e-06,55.08200993007119,True
0.22999999999999995,0.5599999999999999,0.4868158190087471,0.1119676383720118,1.2766246105040853e-06,39.12818909148882,True
0.3,0.5599999999999999,0.41625910987291637,0.1248777329618749,2.664228547035125e-06,30.527182412558208,True
0.37,0.5599999999999999,0.3508569325978556,0.12981706506120658,6.590179928009018e-07,25.111986788933223,True
0.43999999999999995,0.5599999999999999,0.2896165617034044,0.12743128714949792,1.7373715772359133e-06,21.366785795250767,True
0.5099999999999999,0.5599999999999999,0.23188396735470562,0.11826082335089984,3.4849284374482287e-07,18.606974907490343,True
0.58,0.5599999999999999,0.17704950084049173,0.1026887104874852,1.2316854933922764e-06,16.478495021838892,True
0.6499999999999999,0.5599999999999999,0.12472904267181086,0.08107387773667704,9.675164180690532e-07,14.779443862891341,True
0.72,0.5599999999999999,0.07445915138965029,0.0536105890005482,1.6921904606725935e-07,13.386588592218525,True
0.7899999999999999,0.5599999999999999,0.025994622922039357,0.02053575210841109,3.079712794897341e-08,12.220152568973724,True
0.8599999999999999,0.5599999999999999,0.0,0.0,0.0,11.22801278067906,True
0.9299999999999999,0.5599999999999999,0.0,0.0,0.0,10.38289353912257,True
1.0,0.5599999999999999,0.0,0.0,0.0,9.656090991383989,True
0.02,0.6299999999999999,0.7008435281844414,0.014016870563688829,3.2625121157870297e-07,80.0,True
0.09,0.6299999999999999,0.6062189970428312,0.05455970973385481,1.8996928637451949e-07,80.0,True
0.15999999999999998,0.6299999999999999,0.5222978844562077,0.08356766151299322,4.0535673517501716e-07,57.07774034580805,True
0.22999999999999995,0.6299999999999999,0.446484238107163,0.10269137476464746,1.596427991485544e-07,40.8358571944484,True
0.3,0.6299999999999999,0.3769856470222543,0.11309569410667628,6.513796503683847e-07,32.05958849970959,True
0.37,0.6299999999999999,0.31252845328434575,0.11563552771520792,1.4139678564152602e-06,26.51404696303087,True
0.43999999999999995,0.6299999999999999,0.2521787777606425,0.11095866221468269,2.7037344593836693e-07,22.658361649082273,True
0.5099999999999999,0.6299999999999999,0.19518905574795375,0.0995464184314564,2.17295453942834e-07,19.797736405881828,True
0.58,0.6299999999999999,0.14098785387560772,0.08177295524785247,4.094808237556369e-07,17.57301262889866,True
0.6499999999999999,0.6299999999999999,0.08910295342580013,0.05791691972677008,8.857867724379465e-08,15.780297222678788,True
0.72,0.6299999999999999,0.03914333286804864,0.028183199664995023,1.1809886408652853e-07,14.29553175259597,True
0.7899999999999999,0.6299999999999999,0.0,0.0,0.0,13.039718963780569,True
0.8599999999999999,0.6299999999999999,0.0,0.0,0.0,11.978346489984476,True
0.9299999999999999,0.6299999999999999,0.0,0.0,0.0,11.076750517620054,True
1.0,0.6299999999999999,0.0,0.0,0.0,10.301377981386649,True
0.02,0.7,0.6562194389967245,0.013124388779934491,1.3149505641611107e-07,80.0,True
0.09,0.7,0.5615176723167088,0.05053659050850379,7.955769598813958e-07,80.0,True
0.15999999999999998,0.7,0.47775261479689535,0.07644041836750325,3.7981071021857965e-07,59.756431561859685,True
0.22999999999999995,0.7,0.4021544104497623,0.0924955144034453,3.1417986924141966e-07,43.1733430678857,True
0.3,0.7,0.3329131056098588,0.09987393168295765,1.4223507948619638e-06,34.19732089343539,True
0.37,0.7,0.26869202236351547,0.09941604827450072,1.30878810744757e-07,28.501458765303486,True
0.43999999999999995,0.7,0.20854233607460326,0.09175862787282542,9.51371373974011e-07,24.509997470718027,True
0.5099999999999999,0.7,0.15173174666820247,0.07738319080078324,8.508129374085183e-07,21.512731808336998,True
0.58,0.7,0.09768675819938408,0.05665831975564276,1.493077694211288e-07,19.144355124850218,True
0.6499999999999999,0.7,0.04586982834474768,0.02981538842408599,5.365022486740565e-08,17.20022683348836,True
0.72,0.7,0.0,0.0,0.0,15.558667598845677,True
0.7899999999999999,0.7,0.0,0.0,0.0,14.180051482492264,True
0.8599999999999999,0.7,0.0,0.0,0.0,13.025861245545219,True
0.9299999999999999,0.7,0.0,0.0,0.0,12.045420076525684,True
1.0,0.7,0.0,0.0,0.0,11.202240671168886,True
0.02,0.7699999999999999,0.610536404838307,0.012210728096766139,6.082968846340964e-08,80.0,True
0.09,0.7699999999999999,0.5145066597117074,0.046305599374053666,8.056672525869404e-07,80.0,True
0.15999999999999998,0.7699999999999999,0.42952501558040285,0.06872400249286445,1.4924499036372049e-06,63.45238509255618,True
0.22999999999999995,0.7699999999999999,0.352727351642958,0.08112729087788031,1.4228295266401417e-06,46.51787787330108,True
0.3,0.7699999999999999,0.2823348789041701,0.08470046367125102,5.521401114328903e-07,37.363755447352965,True
0.37,0.7699999999999999,0.21703164776860956,0.08030170967438553,1.632774041977758e-07,31.530354941086067,True
0.43999999999999995,0.7699999999999999,0.15591345245932792,0.06860191908210428,6.404309718550396e-07,27.38229792880813,True
0.5099999999999999,0.7699999999999999,0.09827439542727857,0.05011994166791206,2.718542200597432e-07,24.17877333230047,True
0.58,0.7699999999999999,0.0435372719671663,0.025251617740956453,2.1435098323044355e-08,21.545160208935744,True
0.6499999999999999,0.7699999999999999,0.0,0.0,0.0,19.28972690206801,True
0.72,0.7699999999999999,0.0,0.0,0.0,17.414336786589175,True
0.7899999999999999,0.7699999999999999,0.0,0.0,0.0,15.871294286511654,True
0.8599999999999999,0.7699999999999999,0.0,0.0,0.0,14.579444751563033,True
0.9299999999999999,0.7699999999999999,0.0,0.0,0.0,13.482067189617425,True
1.0,0.7699999999999999,0.0,0.0,0.0,12.538322486344205,True
0.02,0.8399999999999999,0.5636866025182001,0.011273732050364003,1.7758994012070234e-07,80.0,True
0.09,0.8399999999999999,0.46456074786805035,0.04181046730812453,5.961737933424076e-07,80.0,True
0.15999999999999998,0.8399999999999999,0.37622269082357607,0.06019563053177216,8.547403545101223e-08,68.82376765835991,True
0.22999999999999995,0.8399999999999999,0.2957015448552385,0.06801135531670484,7.583347774750646e-07,51.71665399395971,True
0.3,0.8399999999999999,0.22117039667177793,0.06635111900153337,5.816659632451484e-07,42.63670462778749,True
0.37,0.8399999999999999,0.1515679976342283,0.056080159124664464,5.311244900194881e-07,36.87148519077563,True
0.43999999999999995,0.8399999999999999,0.08662170461248582,0.03811355002949376,4.2111181462918534e-08,32.56738188530195,True
0.5099999999999999,0.8399999999999999,0.02644674184541893,0.013487838341163651,8.103407139422626e-09,28.82855291467467,True
0.58,0.8399999999999999,0.0,0.0,0.0,25.421026912910364,True
0.6499999999999999,0.8399999999999999,0.0,0.0,0.0,22.683377860750788,True
0.72,0.8399999999999999,0.0,0.0,0.0,20.478049457622237,True
0.7899999999999999,0.8399999999999999,0.0,0.0,0.0,18.663538746187356,True
0.8599999999999999,0.8399999999999999,0.0,0.0,0.0,17.144413499404664,True
0.9299999999999999,0.8399999999999999,0.0,0.0,0.0,15.853973773643023,True
1.0,0.8399999999999999,0.0,0.0,0.0,14.74419560948801,True
0.02,0.9099999999999999,0.5154160416579237,0.010308320833158474,2.5626304054476856e-08,80.0,True
0.09,0.9099999999999999,0.4104928666055764,0.036944357994501874,1.4931811723737417e-07,80.0,True
0.15999999999999998,0.9099999999999999,0.31469691712232073,0.05035150673957131,1.7719213505880752e-07,77.44404694361421,True
0.22999999999999995,0.9099999999999999,0.2236922549937263,0.05144921864855704,5.635447274520301e-07,61.44677542939347,True
0.3,0.9099999999999999,0.13378637856486766,0.0401359135694603,6.85786986776688e-09,54.633623197885555,True
0.37,0.9099999999999999,0.046535355901201614,0.017218081683444596,6.9769062119437106e-09,50.70150012561761,True
0.43999999999999995,0.9099999999999999,0.0,0.0,0.0,43.85300631991192,True
0.5099999999999999,0.9099999999999999,0.0,0.0,0.0,37.83396623678676,True
0.58,0.9099999999999999,0.0,0.0,0.0,33.267797897864206,True
0.6499999999999999,0.9099999999999999,0.0,0.0,0.0,29.685111970401916,True
0.72,0.9099999999999999,0.0,0.0,0.0,26.799059417723946,True
0.7899999999999999,0.9099999999999999,0.0,0.0,0.0,24.424459216153473,True
0.8599999999999999,0.9099999999999999,0.0,0.0,0.0,22.43642183809447,True
0.9299999999999999,0.9099999999999999,0.0,0.0,0.0,20.747658904044346,True
1.0,0.9099999999999999,0.0,0.0,0.0,19.29532278076124,True
0.02,0.98,0.4651229833953465,0.00930245966790693,1.1458552509250155e-07,80.0,True
0.09,0.98,0.34965439836486306,0.03146889585283767,1.3822762870083216e-07,80.0,True
0.15999999999999998,0.98,0.23436179106799976,0.037497886570879956,1.602784716560248e-07,80.0,True
0.22999999999999995,0.98,0.0,0.0,0.0,80.0,True
0.3,0.98,0.0,0.0,0.0,80.0,True
0.37,0.98,0.0,0.0,0.0,80.0,True
0.43999999999999995,0.98,0.0,0.0,0.0,80.0,True
0.5099999999999999,0.98,0.0,0.0,0.0,78.82649290063313,True
0.58,0.98,0.0,0.0,0.0,69.31295065400498,True
0.6499999999999999,0.98,0.0,0.0,0.0,61.84847904511215,True
0.72,0.98,0.0,0.0,0.0,55.835432471281784,True
0.7899999999999999,0.98,0.0,0.0,0.0,50.8879890877505,True
0.8599999999999999,0.98,0.0,0.0,0.0,46.745943464328946,True
0.9299999999999999,0.98,0.0,0.0,0.0,43.227431590669774,True
1.0,0.98,0.0,0.0,0.0,40.20151137932289,True
