level,Mach,alpha
ci=0,0.904109589041096,0.4258392292638868
ci=0,0.9164383561643836,0.40938958301972
ci=0,0.9232876712328768,0.3929248833358423
ci=0,0.9328767123287672,0.3723468312509409
ci=0,0.9397260273972604,0.3462667469516785
ci=0,0.9465753424657536,0.3215602890260425
ci=0,0.9561643835616438,0.2927404786993828
ci=0,0.963013698630137,0.2666603944001204
ci=0,0.96986301369863,0.2282176727382207
ci=0,0.9767123287671232,0.1952694565708265
ci=0,0.9863013698630136,0.1609551407496613
ci=0,0.9931506849315068,0.1170179135932561
ci=0,0.9945205479452056,0.0799337648652717
ci=0,0.9972602739726028,0.0428533794972152
ci=0,0.9986301369863012,0.0140109890109889
ci=0,0.9986301369863012,0.0002747252747252
cr=0,0.943835616438356,0.3201791359325606
cr=0,0.9465753424657536,0.2995822670480205
cr=0,0.9506849315068492,0.274868282402529
cr=0,0.9589041095890412,0.2570337197049526
cr=0,0.9684931506849316,0.2350820412464248
cr=0,0.989041095890411,0.2062923377991871
cr=0,1.0095890410958903,0.1788762607255758
cr=0,1.021917808219178,0.1555584826132772
cr=0,1.0438356164383562,0.1308934216468463
cr=0,1.0616438356164384,0.1158324552160168
cr=0,1.0821917808219177,0.1021526418786692
cr=0,1.1013698630136988,0.0857218124341412
cr=0,1.13013698630137,0.067943700135481
cr=0,1.163013698630137,0.0542977570374831
cr=0,1.195890410958904,0.0392781875658587
cr=0,1.227397260273973,0.0324966129760651
cr=0,1.263013698630137,0.0188581965979227
cr=0,1.2904109589041095,0.0106917055547193
cr=0,1.3205479452054796,0.0080272467258769
cr=0,1.352054794520548,0.0039929248833359
cr=0,1.382191780821918,-4.51603191329e-05
ci_sup=0,0.9328767123287672,0.3750940839981936
ci_sup=0,0.9547945205479452,0.3902641878669276
ci_sup=0,0.9821917808219178,0.4054493451753726
ci_sup=0,1.0027397260273974,0.4178684329369261
ci_sup=0,1.0315068493150683,0.4330573536052988
ci_sup=0,1.063013698630137,0.4482538009935271
ci_sup=0,1.093150684931507,0.4606992322745747
ci_sup=0,1.1232876712328768,0.4662765316874906
ci_sup=0,1.1506849315068497,0.4663517988860455
ci_sup=0,1.1863013698630138,0.4609551407496614
ci_sup=0,1.2136986301369863,0.4582831552009634
ci_sup=0,1.2452054794520548,0.4473807014902906
ci_sup=0,1.2849315068493152,0.4337535751919314
ci_sup=0,1.319178082191781,0.422858648201114
ci_sup=0,1.352054794520548,0.4092127051031161
ci_sup=0,1.3835616438356166,0.3969366250188169
ci_sup=0,1.4136986301369865,0.3846567815745898
ci_sup=0,1.4452054794520548,0.3751279542375433
ci_sup=0,1.478082191780822,0.3642292638867982
ci_sup=0,1.510958904109589,0.3464624416679212
ci_sup=0,1.5465753424657531,0.3369449044106579
ci_sup=0,1.5835616438356164,0.326057504139696
ci_sup=0,1.6205479452054794,0.3137964774951076
ci_sup=0,1.6616438356164385,0.2987994881830498
ci_sup=0,1.7000000000000002,0.2879158512720157
ci_sup=0,1.7424657534246577,0.2784171308143911
ci_sup=0,1.7808219178082192,0.2689071202769833
ci_sup=0,1.8246575342465752,0.2607857895529129
ci_sup=0,1.8616438356164384,0.2567665211500828
ci_sup=0,1.897260273972603,0.252743489387325
ci_sup=0,1.9273972602739728,0.251452656932109
ci_sup=0,1.9643835616438357,0.2474333885292789
ci_sup=0,2.0013698630136987,0.2489086256209544
ci_sup=0,2.03013698630137,0.2448667770585579
ci_sup=0,2.067123287671233,0.2435947614029806
ci_sup=0,2.0972602739726027,0.2436775553213909
0.10,0.9424657534246575,0.3668786692759296
0.10,0.9465753424657536,0.3504064428721963
0.10,0.9561643835616438,0.3243338852927894
0.10,0.9602739726027396,0.3037407797681771
0.10,0.973972602739726,0.2804267650158061
0.10,0.9931506849315068,0.2475124190877616
0.10,1.0068493150684932,0.2283192834562698
0.10,1.0246575342465754,0.2036429324100557
0.10,1.0410958904109588,0.1844573234984194
0.10,1.0657534246575342,0.1625470419990968
0.10,1.0904109589041096,0.1378895077525215
0.10,1.1123287671232878,0.1187189522805962
0.10,1.1397260273972605,0.0981898238747554
0.10,1.163013698630137,0.0803966581363841
0.10,1.195890410958904,0.06537708866476
0.10,1.226027397260274,0.0530972452205329
0.10,1.2589041095890412,0.0380776757489087
0.10,1.2876712328767124,0.0285413216920066
0.10,1.33013698630137,0.0162953484871294
0.10,1.3726027397260274,0.0054230016558783
0.10,1.4013698630136986,0.0013811530934818
0.15,0.9794520547945206,0.3944528074665061
0.15,0.9808219178082191,0.3669840433539064
0.15,0.9849315068493152,0.335401926840283
0.15,0.9986301369863012,0.3107142857142857
0.15,1.0136986301369864,0.2874040343218426
0.15,1.036986301369863,0.2531273520999548
0.15,1.056164383561644,0.2270811380400422
0.15,1.0753424657534247,0.195540418485624
0.15,1.1,0.1736301369863014
0.15,1.1315068493150684,0.1407496612976065
0.15,1.167123287671233,0.1133749811832003
0.15,1.202739726027397,0.0928684329369262
0.15,1.2356164383561643,0.0723543579707963
0.15,1.2643835616438357,0.0545762456721361
0.15,1.2986301369863014,0.0381868131868132
0.15,1.3356164383561644,0.0286730392894777
0.15,1.373972602739726,0.0177894023784433
0.15,1.4054794520547946,0.0096342014150233
0.15,1.4438356164383563,0.0001241908776156
0.20,1.1561643835616435,0.460872346831251
0.20,1.121917808219178,0.4456683727231673
0.20,1.0904109589041096,0.4332191780821918
0.20,1.0684931506849316,0.4098073159716996
0.20,1.0547945205479452,0.3795499021526419
0.20,1.0602739726027397,0.350718801746199
0.20,1.06986301369863,0.3109099804305284
0.20,1.0808219178082192,0.2862148125846756
0.20,1.0972602739726027,0.2615346981785338
0.20,1.115068493150685,0.2368583471323198
0.20,1.132876712328767,0.2163028752069848
0.20,1.1506849315068497,0.1930001505343971
0.20,1.1684931506849314,0.1696974258618095
0.20,1.1945205479452057,0.1464172813487882
0.20,1.217808219178082,0.1272504892367906
0.20,1.247945205479452,0.1067288875508054
0.20,1.2712328767123289,0.0930566009333133
0.20,1.2945205479452055,0.0793843143158212
0.20,1.3164383561643835,0.0684555170856541
0.20,1.352054794520548,0.0548171007075117
0.20,1.3808219178082193,0.0425334939033569
0.20,1.4095890410958904,0.0329971398464549
0.20,1.4356164383561645,0.0262005118169502
0.20,1.4643835616438357,0.0111696522655427
0.20,1.4917808219178084,0.0016295348487129
0.25,1.282191780821918,0.4309987957248232
0.25,1.2547945205479452,0.4199345175372573
0.25,1.2301369863013698,0.4088777660695469
0.25,1.195890410958904,0.3936737919614632
0.25,1.1657534246575345,0.3771074815595364
0.25,1.1493150684931508,0.3578315520096342
0.25,1.141095890410959,0.3372045762456722
0.25,1.147945205479452,0.3015091073310251
0.25,1.1616438356164385,0.2727005870841488
0.25,1.178082191780822,0.2493940990516333
0.25,1.1972602739726028,0.2233478849917206
0.25,1.2232876712328766,0.1959468613578203
0.25,1.247945205479452,0.1699157007376186
0.25,1.2698630136986302,0.1479978925184405
0.25,1.2931506849315069,0.132951979527322
0.25,1.3232876712328767,0.1124303778413368
0.25,1.3438356164383565,0.0960033117567364
0.25,1.3684931506849316,0.0754666566310402
0.25,1.4027397260273973,0.0645717296402228
0.25,1.43013698630137,0.0522843594761404
0.25,1.467123287671233,0.0345288273370465
0.25,1.4972602739726026,0.0208753575191932
0.25,1.523287671232877,0.0085842239951829
0.25,1.5438356164383562,0.0031461688995936
0.30,1.3616438356164384,0.3996236640072257
0.30,1.3465753424657534,0.3844723769381304
0.30,1.3150684931506849,0.3692759295499022
0.30,1.2904109589041095,0.35135104621406
0.30,1.2671232876712328,0.3348035526117718
0.30,1.2506849315068491,0.3100331175673642
0.30,1.2493150684931509,0.2811832003612826
0.30,1.2657534246575342,0.2551294595815144
0.30,1.2863013698630137,0.2332078880024086
0.30,1.3136986301369862,0.1920743639921722
0.30,1.3383561643835615,0.1701640824928497
0.30,1.378082191780822,0.1331853078428421
0.30,1.406849315068493,0.1112863164233027
0.30,1.4438356164383563,0.086662652416077
0.30,1.4753424657534246,0.0688920668372723
0.30,1.5178082191780824,0.0470307090170104
0.30,1.5547945205479454,0.0279015505042903
0.30,1.5876712328767124,0.0128819810326659
0.30,1.6178082191780825,-0.0007714887851874
0.35,1.467123287671233,0.3628255306337499
0.35,1.4397260273972603,0.340772241457173
0.35,1.4205479452054794,0.3269832906819209
0.35,1.4027397260273973,0.3090772241457173
0.35,1.384931506849315,0.2856766521150083
0.35,1.3808219178082193,0.2554455818154448
0.35,1.3917808219178085,0.2321240403432184
0.35,1.4136986301369865,0.2060853530031612
0.35,1.4315068493150684,0.188277133825079
0.35,1.4547945205479451,0.1691103417130814
0.35,1.4712328767123288,0.1540456119223243
0.35,1.5,0.1307729941291585
0.35,1.5246575342465754,0.1129835917507151
0.35,1.5534246575342467,0.0938318530784285
0.35,1.5767123287671234,0.0774123137136836
0.35,1.604109589041096,0.061004064428722
0.35,1.621917808219178,0.0500639771187717
0.35,1.6506849315068497,0.0350331175673641
0.35,1.6767123287671233,0.0186211049224747
0.35,1.7095890410958905,-0.0005193436700285
0.40,1.5328767123287672,0.3369072708113804
0.40,1.5191780821917809,0.3093971097395755
0.40,1.501369863013699,0.2722602739726028
0.40,1.5054794520547945,0.2379309047117266
0.40,1.5178082191780824,0.214613126599428
0.40,1.5438356164383562,0.1899593557127804
0.40,1.563013698630137,0.1735285262682523
0.40,1.595890410958904,0.1488935721812435
0.40,1.6150684931506851,0.1324627427367154
0.40,1.6465753424657534,0.1119449044106578
0.40,1.6726027397260277,0.0982801445130212
0.40,1.6986301369863015,0.0804945054945056
0.40,1.7246575342465755,0.0613352401023634
0.40,1.7493150684931509,0.0462930904711726
0.40,1.7739726027397262,0.0271300617191029
0.40,1.7958904109589042,0.0175748908625621
0.40,1.8150684931506849,-0.002976817702845
0.45,1.689041095890411,0.285138491645341
0.45,1.6821917808219178,0.2617680264940539
0.45,1.680821917808219,0.2315444829143459
0.45,1.6945205479452057,0.2027359626674695
0.45,1.7246575342465755,0.1753462291133524
0.45,1.7506849315068491,0.1534397109739576
0.45,1.7739726027397262,0.1315256661147072
0.45,1.804109589041096,0.1068831853078429
0.45,1.835616438356164,0.0836180942345326
0.45,1.8657534246575345,0.0630964925485473
0.45,1.8945205479452056,0.0411975011290079
0.45,1.919178082191781,0.0234080987505646
0.45,1.9465753424657533,-0.0012419087761552
0.50,1.8808219178082193,0.2472038235736866
0.50,1.8863013698630136,0.2224936022881228
0.50,1.8917808219178085,0.1991570073761855
0.50,1.906849315068493,0.1689786241156105
0.50,1.926027397260274,0.1470532891765769
0.50,1.9397260273972603,0.1292337799187114
0.50,1.96027397260274,0.1114330874604848
0.50,1.9808219178082191,0.0922587686286317
0.50,2.004109589041096,0.0772128556375132
0.50,2.021917808219178,0.0635255155803101
0.50,2.0506849315068494,0.0430001505343972
0.50,2.0794520547945208,0.0211011591148578
0.50,2.1013698630136988,0.0046778563901851
